% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sigma_vec.scaling*sqrt(diag(C))", seed=336720, Mon May 26 09:51:33 2025, <python>{}</python>
1 160 0.983843990632435 0 0 47170.903264041124 0.08536373503671398 0.6988664467991326
2 320 0.9447781342058221 0 0 21000.978431570846 0.06949287031557835 0.6424090948627524
3 480 1.0184361307219276 0 0 9247.951273627727 0.07081647310087409 0.6306572348165008
4 640 1.0272516101667628 0 0 3180.2688560429447 0.06940078088611161 0.6738508858218015
5 800 1.0475623909868101 0 0 2327.696762652822 0.05974792591521016 0.5652661629559129
6 960 1.0430916284680691 0 0 2082.8673540984496 0.06252060602109723 0.5587829964459754
7 1120 1.21919395920305 0 0 2148.3856111580935 0.08320631327053216 0.6321503365287331
8 1280 1.2135559394151945 0 0 1655.0745924842195 0.07583724806640214 0.486125178186289
9 1440 1.351446058939991 0 0 1529.8032462425895 0.08955936691342703 0.49910303402985995
10 1600 1.5801368033441519 0 0 1347.550489262283 0.10417507461539559 0.45315646171222157
11 1760 1.9382083245167232 0 0 970.7778039530223 0.13414128248840382 0.41593011737287244
12 1920 2.2510401402461344 0 0 799.5089185937725 0.1520082780618918 0.4055618265367611
13 2080 2.657633497588693 0 0 451.4100040345424 0.14437992188893192 0.38297569821376265
14 2240 3.289992897348215 0 0 276.721965927988 0.12393314415843985 0.3286321666437191
15 2400 3.732069081284617 0 0 208.87049855982414 0.10661986164628882 0.22206733698136796
16 2560 3.840726787516447 0 0 121.24359924509741 0.056471871772397354 0.15894234895724313
17 2720 3.491718781810593 0 0 73.49536676175974 0.032046757468424544 0.07584537970878974
18 2880 3.65053211227699 0 0 47.35413112275424 0.017689299741452065 0.05642766064514933
19 3040 3.367316652136171 0 0 25.116351298281153 0.010886696407023935 0.029988748764473598
20 3200 3.114401483623101 0 0 13.012110619571134 0.005775285852268372 0.016536052813365214
21 3360 2.9099610946906376 0 0 7.578296433988902 0.0029389101112418494 0.008858757077368856
22 3520 2.9762589878363634 0 0 4.607334513543508 0.001774947441283218 0.005585564910030394
23 3680 2.8848210426570966 0 0 2.3324868397173413 0.0009235258736409045 0.0028254244747846265
24 3840 2.680520453923739 0 0 1.0988303332968432 0.0004372580311884107 0.0014927999286471819
25 4000 2.5860405819500745 0 0 0.6938294726249631 0.0002726647507424715 0.0007308508812212814
26 4160 2.6600546804093526 0 0 0.41170262238846417 0.00018120758275962345 0.0003864987706345001
27 4320 2.686337094798789 0 0 0.17555608016343524 0.00010187911535088933 0.00015799534048889597
28 4480 2.5313807179251575 0 0 0.08730870721463665 3.8897712114155814e-05 7.504680596800479e-05
29 4640 2.4923171938858695 0 0 0.04508214401062467 1.7073654432353117e-05 3.718432748074285e-05
30 4800 2.369665799222691 0 0 0.02329951263849877 7.506940294939617e-06 1.6926879919802494e-05
31 4960 2.523163743273457 0 0 0.02320499260791103 4.00574268443254e-06 9.585590292942336e-06
32 5120 2.4853181492332386 0 0 0.021656155606732994 3.316945541823795e-06 6.2305112344154356e-06
33 5280 2.426660811648576 0 0 0.020450318168752674 3.197704408810664e-06 5.265511387921062e-06
34 5440 2.2792091003689388 0 0 0.019452327651288483 2.459186629307878e-06 4.780884226443898e-06
35 5600 2.3225244536894136 0 0 0.021313801661105632 2.0909821289337483e-06 4.243540901708798e-06
36 5760 2.235544506064597 0 0 0.02049696583564901 1.826016428806107e-06 3.7571771726855287e-06
